Longitude,Latitude,HouseAge,total_rooms,total_bedrooms,population,households,MedInc,ocean_proximity__1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,computed_sqft,RoomsPerHousehold,BedroomsPerHousehold,PopulationPerHousehold,DistToPacific,DistToSF,DistToLA,GeoCluster,BedroomRatio,TARGET
1.059597474,-0.73096832,-0.847152313,0.550549829,0.510532366,1.179875692,0.527243175,-0.111305034,FALSE,TRUE,FALSE,FALSE,FALSE,-0.092109054,0.084712803,-0.046147956,1.094348485,1.074125673,0.887175239,-0.802260117,78,-0.266817082,120700
1.159160575,-1.259081882,-1.085398061,-0.741202189,-0.94024115,-0.914381075,-0.91003659,1.032627584,FALSE,FALSE,FALSE,FALSE,TRUE,-0.306377368,0.890936561,-0.392223881,-0.456222909,1.177647807,1.305774935,-0.477798963,3,-1.020951743,500001
-1.026249494,0.563610943,-0.688321814,-0.015342967,-0.276409674,-0.061492358,-0.200626945,0.371976374,TRUE,FALSE,FALSE,FALSE,FALSE,0.131399203,0.551375019,-0.258062534,0.282166984,-1.094663027,-1.040261589,0.671952482,6,-0.747156739,245100
0.492087798,-0.759009748,0.582322176,-0.275635159,-0.172610571,-0.728087576,-0.464348003,2.400021948,FALSE,FALSE,FALSE,FALSE,TRUE,-0.027582752,0.656836726,1.009900557,-1.170811325,0.484049511,0.625046404,-0.96033932,15,0.208330119,500001
0.736017395,-0.73096832,0.10583068,-0.13369963,-0.160540907,-0.428781909,-0.092501311,-0.278677724,TRUE,FALSE,FALSE,FALSE,FALSE,-0.341710299,-0.214191611,-0.213396372,-0.991727076,0.737678739,0.721122101,-1.042256826,43,-0.193889307,201000
-0.856992222,1.082377362,1.852966166,0.006848908,-0.170196638,-0.241605503,-0.021296626,-0.339765336,FALSE,TRUE,FALSE,FALSE,FALSE,0.176735483,0.025900676,-0.397084965,-0.645268996,-0.9186754,-1.135098798,0.980223569,27,-0.549397547,107600
0.691214,-0.782377604,0.10583068,-0.336662813,0.05671303,0.551245499,0.084191797,-0.778743756,TRUE,FALSE,FALSE,FALSE,FALSE,-0.206094009,-1.239509069,-0.092380583,0.992895552,0.691093779,0.735818876,-1.053173751,0,1.158269692,154600
-1.225375696,0.801963081,-0.132415068,-0.008408006,-0.061569669,-0.324598815,0.055182481,0.05948772,TRUE,FALSE,FALSE,FALSE,FALSE,-0.146508849,-0.228757038,-0.299898609,-0.981992797,-1.301707295,-1.306858296,0.934677431,45,-0.268203999,409700
0.71112662,-0.810419033,-0.052999819,0.130753539,0.483979107,1.397070955,0.450764068,-0.483355425,TRUE,FALSE,FALSE,FALSE,FALSE,-0.140696329,-0.70119565,0.039963302,1.676624551,0.711798205,0.76559369,-1.022522348,0,0.561084214,127100
-1.10092182,0.605673085,0.02641543,-0.1212167,-0.150885177,0.210443175,-0.008110573,-0.552651191,TRUE,FALSE,FALSE,FALSE,FALSE,-0.077149978,-0.403664586,-0.378119919,0.445148987,-1.172304628,-1.102234122,0.738623531,6,-0.202571197,190100
0.820646031,-0.936605459,-0.370660817,-0.713000015,-0.558839793,-0.848163007,-0.445887529,-1.174839831,TRUE,FALSE,FALSE,FALSE,FALSE,-0.229244659,-1.440102788,-0.470882931,-1.657498591,0.825672552,0.909360706,-0.87688971,79,0.951858665,225000
-1.334895107,1.035641649,1.852966166,-0.402313775,-0.401934171,-0.513541036,-0.36149679,-0.621052479,FALSE,FALSE,FALSE,TRUE,FALSE,-0.383414344,-0.345079982,-0.188828146,-0.662755403,-1.415581642,-1.467523966,1.151888557,12,-0.057025125,218800
0.521956728,-0.670211892,-0.529491315,1.583396646,3.107923887,3.041927766,3.151267699,-0.524448814,TRUE,FALSE,FALSE,FALSE,FALSE,0.389475622,-1.243238614,-0.023989768,-0.067531282,0.515106151,0.573804124,-0.962744945,52,1.260288134,227100
-0.598128159,0.671103084,-1.561889557,-1.17533073,-1.251638461,-1.182784977,-1.266060018,-0.507979889,FALSE,TRUE,FALSE,FALSE,FALSE,-0.247632176,-0.653693833,-0.508094441,1.306179831,-0.649517852,-0.880752676,0.550176654,81,-0.116525286,55000
-1.13079075,1.119765933,1.852966166,-1.108292777,-1.157495088,-1.097142943,-1.18166928,-1.302750239,FALSE,TRUE,FALSE,FALSE,FALSE,-0.357414105,-0.602627483,0.024082933,0.593925101,-1.203361268,-1.30373173,1.121829189,1,0.429004736,67500
0.770864481,-0.815092604,0.582322176,-1.213241849,-1.28784745,-1.249885953,-1.308255388,-1.774140347,TRUE,FALSE,FALSE,FALSE,FALSE,-0.311275687,-2.000420372,-0.727800696,-0.473541499,0.773911486,0.797857957,-0.991541538,89,1.727444447,162500
1.363264932,-0.646844035,-0.767737063,1.274097397,1.645080707,-0.396997236,-0.35885958,-0.664197907,FALSE,TRUE,FALSE,FALSE,FALSE,-0.190272268,6.634329025,6.522505727,-0.27741556,1.389868181,1.000869584,-0.568336552,11,0.17279732,92400
-1.190528611,0.787942367,0.10583068,0.509864726,0.228102248,0.256354369,0.340001224,1.192844447,TRUE,FALSE,FALSE,FALSE,FALSE,-0.229471671,0.419388362,-0.235254787,-0.226201288,-1.265474548,-1.281474603,0.907679994,19,-0.653478554,302400
0.20833296,-0.665538321,0.02641543,0.716064224,0.669851921,1.194002213,0.759317705,0.170034725,FALSE,FALSE,FALSE,FALSE,TRUE,-0.125848576,-0.024328501,-0.148999863,0.63884691,0.18901143,0.428284513,-0.741749228,24,-0.281030291,197100
-1.185550456,1.04031522,-1.958965804,-0.744438504,-0.995761601,-0.895840016,-1.002338961,5.059884958,FALSE,TRUE,FALSE,FALSE,FALSE,-0.034050052,2.185891166,-0.149360949,0.516003011,-1.260298441,-1.369077133,1.08623217,1,-1.330921238,500001
-0.662844175,0.93749665,-0.450076066,-0.986699799,-1.000589466,-1.119215632,-0.983878486,-1.31653573,FALSE,TRUE,FALSE,FALSE,FALSE,1.339067359,-1.002430882,-0.356854786,-1.818296484,-0.716807239,-1.003142375,0.788804871,14,0.454281293,275000
-1.275157247,0.83000451,1.217644171,0.424795874,0.725372371,0.307563008,0.87008055,0.027654813,FALSE,FALSE,FALSE,TRUE,FALSE,-0.30473425,-0.747267895,-0.220046865,-0.867014878,-1.353468361,-1.3483955,0.978783697,45,0.313056378,404800
-0.69769126,1.629185209,-1.16481331,-0.864182159,-1.019900927,-1.011500908,-1.018162224,-0.120144585,FALSE,TRUE,FALSE,FALSE,FALSE,0.518904116,0.918592817,-0.244446935,-0.520421132,-0.753039986,-0.752640806,1.386742928,22,-0.921943305,155400
0.666323225,-0.80107189,0.582322176,-0.086541897,0.471909444,1.088936212,0.434940804,-1.547942549,TRUE,FALSE,FALSE,FALSE,FALSE,-0.261106229,-1.170722602,0.046869725,1.151347336,0.665213245,0.737399118,-1.038618443,87,1.234562012,100000
0.73103924,-0.749662605,0.502906927,-0.740277527,-0.795405192,-0.735150837,-0.823008641,1.078456447,TRUE,FALSE,FALSE,FALSE,FALSE,-0.0706105,0.08987473,0.045565322,0.230541237,0.732502632,0.731862517,-1.047173085,43,-0.186671612,254900
0.755930016,-0.693579749,0.820567924,-0.3861322,-0.660224964,-0.618607037,-0.596208532,1.370319481,FALSE,TRUE,FALSE,FALSE,FALSE,-0.048850722,0.846851369,-0.36003153,-0.315917227,0.758383165,0.704915918,-1.012886458,43,-0.976379633,397500
-1.334895107,1.245952359,1.217644171,0.180685257,0.121889211,-0.050897467,0.210777905,-0.508453436,FALSE,FALSE,FALSE,TRUE,FALSE,-0.291492322,-0.091400793,-0.209565736,-0.626778292,-1.415581642,-1.289088653,1.306046735,92,-0.287599492,155200
-0.105290809,0.512201658,-0.291245567,-0.426354972,0.008434377,-0.077384694,-0.081952469,-1.616764768,FALSE,TRUE,FALSE,FALSE,FALSE,-0.366965928,-1.192398064,0.192726531,-0.091377937,-0.137083291,-0.499944757,0.238279931,91,1.471235144,51800
1.487718809,-1.207672597,-0.450076066,-0.419882342,-0.4188317,-0.722790131,-0.643678322,-0.573750358,FALSE,TRUE,FALSE,FALSE,FALSE,-0.01713906,0.968940137,0.958317076,-0.612654084,1.519270848,1.432218702,-0.335576406,54,-0.048722755,172900
-0.528433988,0.62436737,-0.211830318,-0.393991822,-0.421245633,0.103611359,-0.369408422,-1.132799347,FALSE,TRUE,FALSE,FALSE,FALSE,-0.223785481,-0.281669927,-0.228424158,1.458313775,-0.577052359,-0.81580749,0.484799374,81,-0.152668978,49500
-0.274548081,-0.492616181,-0.370660817,-0.479985335,-0.619188109,-0.61772413,-0.572473636,0.174086186,FALSE,FALSE,FALSE,FALSE,TRUE,0.010006253,0.198782942,-0.274974541,-0.402942417,-0.313070918,0.098859351,-0.351464047,47,-0.552264576,259800
0.765886326,-0.744989034,0.582322176,-0.719010315,-0.81230272,-0.450854598,-0.799273746,-0.075683748,TRUE,FALSE,FALSE,FALSE,FALSE,-0.269197012,0.078643104,-0.200726494,1.835574883,0.768735379,0.745782041,-1.021505688,43,-0.404237528,162200
0.641432449,-0.861828317,-0.132415068,0.069725885,-0.061569669,0.05946598,0.044633639,0.757075626,TRUE,FALSE,FALSE,FALSE,FALSE,-0.086300134,0.028195369,-0.277974363,-0.053377146,0.639332712,0.770184538,-0.978495876,66,-0.440144386,268300
1.169116885,-1.156263312,-1.958965804,3.402205678,3.223792653,2.202282663,3.085337435,0.216179286,TRUE,FALSE,FALSE,FALSE,FALSE,0.1229771,0.454233452,0.105926725,-0.63941465,1.18800002,1.236192979,-0.548872077,77,-0.388420674,237500
-1.319960642,1.030968077,0.661737425,-1.065758351,-1.169564751,-1.176604624,-1.200129754,0.574865117,FALSE,FALSE,FALSE,TRUE,FALSE,-0.33859779,1.249052023,0.187486214,-0.924782901,-1.400053322,-1.460918842,1.14148351,12,-0.762019142,335000
-2.330526118,2.358262339,0.582322176,-0.13416196,-0.02536068,-0.208937923,-0.097775732,-0.712341891,FALSE,FALSE,FALSE,FALSE,TRUE,-0.31652164,-0.200440707,0.148472897,-0.399864864,-0.514939079,-0.09160868,2.572034715,4,0.153091081,79000
0.27802713,0.203745949,-0.767737063,-0.077757613,-0.259512146,-0.344905689,-0.200626945,-0.327137406,FALSE,TRUE,FALSE,FALSE,FALSE,0.074073446,0.327823833,-0.210407938,-0.537368229,0.261476924,-0.114969104,-0.140156543,2,-0.577159724,80600
-1.210441231,0.820657367,0.344076428,-0.288580419,-0.131573716,-0.128593333,-0.219087419,0.101949135,TRUE,FALSE,FALSE,FALSE,FALSE,-0.412618989,-0.371537863,0.205452748,0.142942454,-1.286178975,-1.314477705,0.940188468,45,0.376749911,226800
0.467197023,-0.642170464,-0.450076066,-0.423118657,-0.660224964,-0.438493892,-0.517092214,1.16101154,TRUE,FALSE,FALSE,FALSE,FALSE,0.029670052,0.210382346,-0.633025449,0.127130605,0.458168978,0.527481821,-0.913931642,52,-0.877522703,229200
-1.180572301,0.965538079,-1.800135305,2.511756721,1.234712158,1.726395481,1.476638983,1.777201912,TRUE,FALSE,FALSE,FALSE,FALSE,0.071805882,1.597794779,-0.277216681,0.275084741,-1.255122334,-1.368400405,1.029027638,63,-1.220262158,336500
0.616541674,-0.759009748,1.852966166,-1.022761594,-1.077835311,-1.057412102,-1.018162224,-0.327137406,TRUE,FALSE,FALSE,FALSE,FALSE,-0.335222171,-1.167285358,-0.844472294,-1.007969313,0.613452178,0.683183212,-1.051398402,15,0.017929624,134700
0.71112662,-0.688906178,1.37647467,-0.522982091,-0.669880694,-0.668049861,-0.651589954,-0.147768182,TRUE,FALSE,FALSE,FALSE,FALSE,-0.448015902,0.407717812,-0.176208757,-0.31786435,0.711798205,0.679250009,-1.032183797,43,-0.596685804,155400
-1.250266471,0.811310224,0.661737425,0.706355279,0.177409662,0.129215678,0.250336064,1.943522275,FALSE,FALSE,FALSE,TRUE,FALSE,-0.317410736,1.15982701,-0.171579534,-0.319600407,-1.327587828,-1.324040392,0.953525421,45,-0.976778985,500001
0.870427582,-0.875849031,-0.211830318,0.328631085,0.10257775,-0.102989014,0.126387167,-0.185336274,TRUE,FALSE,FALSE,FALSE,FALSE,-0.073638955,0.532708119,-0.080985481,-0.594167056,0.877433619,0.889815021,-0.897145225,28,-0.591524154,249100
-1.15070337,0.801963081,0.741152675,-0.692657464,-0.496077544,-0.35550058,-0.556650373,-0.599006218,TRUE,FALSE,FALSE,FALSE,FALSE,-0.358900971,-0.998033584,0.174127457,0.649572066,-1.224065694,-1.272853803,0.897842878,19,1.125818583,182500
-1.001358719,1.059009505,-1.24422856,-0.074058967,-0.348827653,-0.314003924,-0.401054949,0.647160017,FALSE,TRUE,FALSE,FALSE,FALSE,0.424794111,1.232456235,0.120139902,0.147948489,-1.068782494,-1.238913127,1.020213377,63,-0.801779283,241400
1.298548917,-1.413309736,-1.800135305,2.476157256,2.219596675,2.949222471,2.304723104,0.439377951,FALSE,FALSE,FALSE,FALSE,TRUE,-0.107284449,0.334772501,-0.071619863,0.578497422,1.322578794,1.48510771,-0.296182264,84,-0.461999622,184300
-1.344851417,1.091724505,-0.132415068,-0.234025395,-0.462282487,-0.512658128,-0.401054949,0.648685892,FALSE,FALSE,FALSE,TRUE,FALSE,0.238383103,0.535090084,-0.269305128,-0.551227748,-1.425933855,-1.430441646,1.196905341,73,-0.747443733,209800
-1.185550456,0.801963081,0.582322176,-0.866493813,-0.97645014,-0.992959849,-0.965418012,0.370029568,TRUE,FALSE,FALSE,FALSE,FALSE,-0.322459463,0.204042713,-0.287095796,-0.745443369,-1.260298441,-1.289554281,0.914932103,19,-0.56642654,247600
-0.881882997,1.414200928,-0.926567562,0.060479271,0.351212812,0.035627475,0.321540749,-0.791055988,FALSE,TRUE,FALSE,FALSE,FALSE,-0.156917984,-0.632522765,0.034411004,-0.628665002,-0.944555933,-0.990049864,1.261119468,5,0.474394237,82500
-1.046162114,1.175848789,1.37647467,-0.160514811,-0.160540907,-0.406709219,-0.187440892,-0.832886007,FALSE,TRUE,FALSE,FALSE,FALSE,-0.193798369,-0.01261867,0.031434794,-0.744812506,-1.115367454,-1.225150444,1.12975478,46,-0.120178262,94900
0.945099908,-0.997361886,-1.958965804,-0.654746345,-0.636085638,-0.817261241,-0.68059927,0.415121802,TRUE,FALSE,FALSE,FALSE,FALSE,-0.332715046,-0.228176607,0.12401126,-0.941569308,0.955075219,1.013104892,-0.774758867,20,0.154257213,173000
0.636454294,-0.796398318,1.217644171,-0.363015664,-0.414003835,-0.401411774,-0.440613107,-0.112304745,TRUE,FALSE,FALSE,FALSE,FALSE,-0.183817918,0.140080381,0.032579699,-0.023888855,0.634156605,0.719825216,-1.037440199,87,-0.23595672,126700
1.17409504,-1.301144024,-1.085398061,-0.665842282,-0.573323389,-0.812846704,-0.54346432,-0.138612933,FALSE,FALSE,FALSE,FALSE,TRUE,-0.585473807,-0.906530041,-0.195458378,-1.318641906,1.193176127,1.343690915,-0.438469287,3,0.534016163,180100
0.273048975,-0.156119044,-1.403059058,-0.221080135,-0.404348104,-0.14448567,-0.300840947,0.170455656,FALSE,TRUE,FALSE,FALSE,FALSE,0.149537539,0.164953265,-0.371514161,0.358982783,0.256300817,0.093879113,-0.458034108,30,-0.616948004,92700
-1.434458208,1.002926649,1.852966166,0.094691744,0.203962921,-0.044717114,0.247698853,0.462108225,FALSE,FALSE,FALSE,TRUE,FALSE,-0.15979091,-0.397820094,-0.113065543,-0.674274423,-1.446638282,-1.513090835,1.176908415,37,0.070153255,500001
0.800733411,-0.852481175,0.423491677,-0.740277527,-0.877478901,-0.752808989,-0.86520401,0.552555774,TRUE,FALSE,FALSE,FALSE,FALSE,-0.10100561,0.444253174,-0.227779564,0.420296832,0.804968126,0.839111657,-0.950471729,80,-0.661707714,200000
-1.026249494,0.493507373,0.02641543,1.074832859,1.249195754,1.185173137,1.408071507,-0.415164602,TRUE,FALSE,FALSE,FALSE,FALSE,-0.084278842,-0.383927595,-0.188460013,-0.281425506,-1.094663027,-0.983424594,0.625737298,59,-0.02158998,148100
0.596629054,-0.73096832,1.852966166,-0.6450374,-0.566081591,-0.871118604,-0.580385268,-0.189598201,TRUE,FALSE,FALSE,FALSE,FALSE,-0.316002448,-0.652101957,-0.018196238,-1.480156933,0.592747752,0.653373895,-1.037708973,15,0.4372906,430800
0.67130138,-0.693579749,1.852966166,-0.339899128,-0.582979119,-0.55945223,-0.569836426,1.467238845,TRUE,FALSE,FALSE,FALSE,FALSE,0.112007527,0.932286323,-0.132903759,-0.161709984,0.670389352,0.662823426,-1.04510128,48,-0.844527929,380400
-0.478652438,1.157154504,-1.482474308,-0.49616691,-0.515389006,-0.570047121,-0.556650373,-0.721760222,FALSE,TRUE,FALSE,FALSE,FALSE,-0.022399622,0.032230951,0.094399001,-0.258636241,-0.525291292,-0.860670356,0.911287461,40,-0.096953277,116100
1.104400869,-0.908564031,-1.641304806,0.788650147,0.78813462,0.877921301,0.746131652,-0.328137117,TRUE,FALSE,FALSE,FALSE,FALSE,0.173583875,0.140576642,0.051106958,0.167246347,1.120710633,1.03006218,-0.732109399,83,-0.219582967,123800
0.606585364,-0.782377604,-0.608906565,0.451611056,1.258851485,0.957382983,1.168085345,-0.592113473,TRUE,FALSE,FALSE,FALSE,FALSE,-0.164267858,-1.064701607,0.108478034,-0.298028123,0.603099965,0.695492654,-1.033781003,87,1.144560807,153100
0.631476139,-0.815092604,0.502906927,0.25419584,0.341557082,0.398502489,0.392745435,-0.110094858,TRUE,FALSE,FALSE,FALSE,FALSE,-0.142475956,-0.308367969,-0.115255607,-0.048355472,0.628980498,0.731144384,-1.019567618,87,-0.014319545,188000
-1.105899975,1.900252347,-0.847152313,-0.655208676,-0.696433954,-0.638031004,-0.583022479,-0.969688583,FALSE,TRUE,FALSE,FALSE,FALSE,-0.229668438,-0.696256873,-0.564389282,-0.452253809,-1.177480734,-0.648428106,1.745057592,25,-0.139771687,116700
0.71112662,-0.277631899,1.217644171,-0.620533872,-0.558839793,-0.577993289,-0.59093411,-0.675720893,FALSE,TRUE,FALSE,FALSE,FALSE,0.377307884,-0.47283847,0.058083837,-0.156648673,0.711798205,0.409393493,-0.645264718,55,0.326013617,68900
-1.509130534,1.288014501,-1.482474308,3.297718936,1.857506779,2.039827669,1.951336886,1.396627669,TRUE,FALSE,FALSE,FALSE,FALSE,-0.346757722,1.786286331,-0.090334141,0.083397596,-1.368996681,-1.246141688,1.41537122,13,-1.165550694,324700
-0.861970377,1.3861595,-0.529491315,0.58383764,0.739855967,0.387907598,0.68811302,-0.577591353,FALSE,TRUE,FALSE,FALSE,FALSE,0.263659858,-0.156414449,0.06723072,-0.52699534,-0.923851507,-0.999179086,1.230825748,5,0.033867053,190200
1.233832901,-1.432004021,-0.608906565,0.117808279,0.353626745,0.598922508,0.55361528,-0.839883985,FALSE,FALSE,FALSE,FALSE,TRUE,-0.3556685,-0.896702675,-0.354423493,0.029018698,1.255289407,1.468497579,-0.308993643,84,0.325963388,125000
-1.220397541,1.044988791,0.264661178,0.282398014,0.027745838,-0.17715325,0.144847641,0.405493005,FALSE,FALSE,FALSE,TRUE,FALSE,-0.171571566,0.352062317,-0.280893718,-0.790841707,-1.296531188,-1.39122133,1.10548123,1,-0.65246493,312700
0.138638789,0.194398807,-0.688321814,-0.186405331,-0.252270348,-0.022644424,-0.237547893,-1.046561107,FALSE,TRUE,FALSE,FALSE,FALSE,-0.242297984,0.06449806,-0.089586021,0.516392493,0.116545937,-0.192922163,-0.112452957,69,-0.291846394,48700
-1.220397541,1.096398076,0.264661178,-0.524831414,-0.626429907,-0.601831793,-0.619943427,-0.353445594,FALSE,FALSE,FALSE,TRUE,FALSE,-0.276263654,0.209657076,-0.114104347,-0.141556445,-1.296531188,-1.368548358,1.143524674,1,-0.416442086,134500
-0.956555323,1.358118071,1.37647467,-0.533615698,-0.62884384,-0.794305645,-0.556650373,-0.569961979,FALSE,TRUE,FALSE,FALSE,FALSE,0.032355788,-0.164125349,-0.374005675,-1.207956859,-1.022197534,-1.064419845,1.241303603,72,-0.391786725,137200
-2.270788257,2.311526626,0.820567924,-0.671852582,-0.725401145,-0.787242384,-0.764990009,-0.935487939,FALSE,FALSE,FALSE,FALSE,TRUE,-0.315066985,0.182414019,0.111228475,-0.427369484,-0.577052359,-0.149284743,2.511638705,4,-0.196449411,79600
-2.196115932,2.138604486,-1.005982811,-0.254830277,-0.008463151,-0.542676986,-0.464348003,-1.343159615,TRUE,FALSE,FALSE,FALSE,FALSE,-0.437549861,0.754211783,1.614834099,-0.47020528,-0.654693959,-0.31868276,2.349454765,60,0.609190512,70700
0.596629054,-0.824439747,0.344076428,-0.044469802,-0.240200685,-0.29369705,-0.226999051,1.103133527,TRUE,FALSE,FALSE,FALSE,FALSE,-0.23524356,0.548278103,-0.08410362,-0.321903918,0.592747752,0.721762336,-0.999033774,87,-0.603156446,495500
1.109379025,-0.824439747,-1.482474308,1.368875194,0.747097765,1.008591622,0.754043284,0.611854429,FALSE,TRUE,FALSE,FALSE,FALSE,0.52945906,1.249204399,-0.023625419,0.358726661,1.12588674,0.975576917,-0.756079499,78,-0.910642599,240500
2.020381399,-1.249734739,0.502906927,-0.488307288,-0.479180016,-0.4393768,-0.485445687,-0.771061766,FALSE,TRUE,FALSE,FALSE,FALSE,-0.145761448,-0.252378197,-0.043809524,-0.001560895,2.073114263,1.744258674,0.030351734,96,0.00814597,70700
1.218898436,-0.740315462,-1.085398061,0.193168186,-0.068811467,-0.244254226,-0.110961785,0.053857768,FALSE,TRUE,FALSE,FALSE,FALSE,0.204179231,0.924039526,0.070783779,-0.464084043,1.239761087,0.978840697,-0.683685504,11,-0.687278987,141100
0.925187288,-0.950626173,-0.926567562,-0.012568982,0.104991683,-0.528550465,0.163308115,-0.629208017,TRUE,FALSE,FALSE,FALSE,FALSE,-0.125170974,-0.497007817,-0.151889832,-1.588146328,0.934370793,0.969902527,-0.818072072,20,0.124684363,120600
0.815667876,-0.754336176,0.502906927,-0.848462915,-0.916101824,-0.62125576,-0.852017958,-0.597532959,TRUE,FALSE,FALSE,FALSE,FALSE,-0.264333631,-0.595475407,-0.568482976,1.224705934,0.820496446,0.777148155,-0.983921785,64,-0.238700368,145700
0.770864481,-0.838460461,-0.847152313,0.457159024,0.018090108,0.433818792,0.110563903,1.912057682,TRUE,FALSE,FALSE,FALSE,FALSE,0.112105746,0.940592732,-0.23378472,0.650052992,0.773911486,0.814577823,-0.975351403,80,-0.924165237,328500
0.417415472,-0.646844035,-0.211830318,-0.403238436,-0.660224964,-0.344905689,-0.664776007,0.845523753,TRUE,FALSE,FALSE,FALSE,FALSE,-0.134720315,1.221975588,-0.070439581,1.331886917,0.406407911,0.507582212,-0.883870739,74,-0.931770933,198100
1.189029505,-1.305817595,-0.211830318,-0.157740827,0.025331906,-0.397880144,0.13957322,-0.763485008,FALSE,FALSE,FALSE,FALSE,TRUE,1.650113399,-0.843136833,-0.275799611,-1.272100144,1.208704447,1.354203086,-0.428280871,3,0.357967384,213500
0.825624186,-0.843134032,-0.211830318,0.07943483,0.177409662,-0.050014559,0.168582536,-0.208750562,TRUE,FALSE,FALSE,FALSE,FALSE,0.068804314,-0.260530355,-0.008747927,-0.552325787,0.830848659,0.844591205,-0.942966303,28,0.050697329,282500
-0.817166982,1.082377362,0.661737425,-0.133237299,0.061540895,0.141576384,0.123749956,-1.165684581,FALSE,TRUE,FALSE,FALSE,FALSE,-0.120409838,-0.743113485,-0.165208613,-0.040677685,-0.877266547,-1.107659254,0.96484441,27,0.372390505,57200
-0.035596638,-0.567393323,-0.132415068,1.326803099,1.256437552,1.024483959,1.257750505,-0.013754274,TRUE,FALSE,FALSE,FALSE,FALSE,-0.283803394,0.205573903,-0.007460412,-0.314122017,-0.064617797,0.250322663,-0.542172645,7,-0.318903934,500001
0.636454294,-0.861828317,0.185245929,0.843667502,1.092290133,0.873506764,1.173359766,0.089847369,TRUE,FALSE,FALSE,FALSE,FALSE,-0.062817122,-0.438720061,-0.109699952,-0.41324647,0.634156605,0.767873874,-0.977760923,66,0.112798689,277900
-0.911751928,0.974885221,-2.117796303,0.019794168,-0.351241586,-0.483522178,-0.609394584,1.116340237,FALSE,TRUE,FALSE,FALSE,FALSE,0.345485413,3.217405464,1.061143299,0.351194062,-0.975612574,-1.181074647,0.917511282,27,-0.981649124,196700
1.253745521,-1.235714025,-1.958965804,3.011536224,3.204481192,2.069846527,3.15390491,0.569971795,TRUE,FALSE,FALSE,FALSE,FALSE,-0.119266782,0.038591137,0.042490987,-0.77458715,1.275993834,1.334528254,-0.449624328,33,-0.150141998,241500
